Date,Amount Salary,Amount BankSC,13 Drews Ct.,Work Related/Other,Description,Description II,Receipt Group,,,,,,,,,,,,,,
2/3/2017,-27.39,,,,Groceries,HARRIS TEETER #0365 000000365,,,,,,,,,,,,,,,
2/4/2017,-9.37,,,,Restaurant Meal,MOE'S SW GRILL,,,,,,,,,,,,,,,
2/4/2017,-49.99,,,,Restaurant Meal,Leon's,,,,,,,,,,,,,,,
2/4/2017,-23.14,,,,Restaurant Meal,Leon's,,,,,,,,,,,,,,,
2/4/2017,,,-67.98,,Materials,LOWE'S OF W. ASHLEY,,,,,,,,,,,,,,,
2/4/2017,-26.19,,,,Gas,BP#8281073CIRCLE K ST 27 8281,,,,,,,,,,,,,,,
2/5/2017,-51.25,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
2/5/2017,-18.01,,,,Echo,REVELRY BREWING COM,,,,,,,,,,,,,,,
2/5/2017,-23.17,,,,Restaurant Meal,EARTH FARE 000000000084969,,,,,,,,,,,,,,,
2/6/2017,-7.18,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
2/7/2017,,,-27.04,,Hardware,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
2/7/2017,-16,,,,Hair Cut,8818 GREAT CLIPS AT JAMES 650000008422,,,,,,,,,,,,,,,
2/9/2017,-9.5,,,,Bar,RECOVERY ROOM TAVERN 628007002227254,,,,,,,,,,,,,,,
2/10/2017,-12.21,,,,Beer,SHELL OIL 57542559901,,,,,,,,,,,,,,,
2/10/2017,-5.32,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
2/10/2017,-10.61,,,,Restaurant Meal,CHIPOTLE,,,,,,,,,,,,,,,
2/11/2017,-17.97,,,,Bar,The Rarebit,,,,,,,,,,,,,,,
2/11/2017,-21,,,,Bar,THE COMMODORE,,,,,,,,,,,,,,,
2/11/2017,-4.48,,,,Groceries,HARRIS TEETER #455 000000455,,,,,,,,,,,,,,,
2/11/2017,-15.86,,,,Restaurant Meal,HALLS CHOPHOUSE HALLS CHOPHOUSE,,,,,,,,,,,,,,,
2/11/2017,-28.19,,,,Beer,COMING ST. GROCERY 565500000265575,,,,,,,,,,,,,,,
2/12/2017,-75.58,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
2/12/2017,-9.14,,,,Restaurant Meal,STARS GRILL AND ROOFTOP 0035,,,,,,,,,,,,,,,
2/12/2017,-4.9,,,,Drinks,KING ST STATION 0963,,,,,,,,,,,,,,,
2/12/2017,-8.04,,,,Restaurant Meal,JIMMY JOHNS,,,,,,,,,,,,,,,
2/14/2017,-4.76,,,,Gasoline,EXXONMOBIL 4767,,,,,,,,,,,,,,,
2/14/2017,-8.5,,,,Restaurant Meal,EAST BAY DELI III 542929805932266,,,,,,,,,,,,,,,
2/15/2017,-6.97,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
2/15/2017,-3.3,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
2/16/2017,-7.29,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
2/17/2017,-10.88,,,,Gas,BP#8282964CIRCLE K ST 27 8282,,,,,,,,,,,,,,,
2/17/2017,-3.3,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
2/18/2017,-5.96,,,,Dip,LI'L CRICKET STORE,,,,,,,,,,,,,,,
2/18/2017,-8.04,,,,Restaurant Meal,JIMMY JOHNS,,,,,,,,,,,,,,,
2/18/2017,-25.62,,,,Bar,BLIND TIGER PUB 0912,,,,,,,,,,,,,,,
2/19/2017,-35.67,,,,Groceries,HARRIS TEETER #0365 000000365,,,,,,,,,,,,,,,
2/19/2017,-22.68,,,,Groceries,HARRIS TEETER #0365 000000365,,,,,,,,,,,,,,,
2/19/2017,-7,,,,Bar,BLIND TIGER PUB 0912,,,,,,,,,,,,,,,
2/20/2017,-11.92,,,,Restaurant Meal,EAST BAY DELI III 542929805932266,,,,,,,,,,,,,,,
2/20/2017,-29.03,,,,Gasoline,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
2/21/2017,-5.73,,,,Drinks,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
2/22/2017,-8.39,,,,Restaurant Meal,MOE'S SW GRILL,,,,,,,,,,,,,,,
2/22/2017,-3.26,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
2/23/2017,-21.41,,,,Bar,TAOS INN,,,,,,,,,,,,,,,
2/23/2017,-2.23,,,,Restaurant Meal,POTBELLY #7,,,,,,,,,,,,,,,
2/23/2017,-11.29,,,,Restaurant Meal,MDW 3193B RELAY TC16,,,,,,,,,,,,,,,
2/23/2017,-4.35,,,,Restaurant Meal,MCDONALD'S,,,,,,,,,,,,,,,
2/23/2017,-15.17,,,,Domain,GODADDY.COM,,,,,,,,,,,,,,,
2/23/2017,-11,,,,Restaurant Meal,COMIDA BUENA 00-08022566502,,,,,,,,,,,,,,,
2/24/2017,-37.99,,,,Restaurant Meal,TAOS RETAIL 650000004225879,,,,,,,,,,,,,,,
2/24/2017,-75.94,,,,Gift,BedBathAndBeyond.COM,Nick's Wedding,,,,,,,,,,,,,,
2/25/2017,-228.92,,,,Restaurant Meal,THE BAVARIAN LODGE AND RE 650000008070,,,,,,,,,,,,,,,
2/26/2017,-30.99,,,,Restaurant Meal,TAOS MESA BREWING TTR 084890020525374,,,,,,,,,,,,,,,
2/26/2017,-20.19,,,,Restaurant Meal,BEARCLAW BAKERY AND CA,,,,,,,,,,,,,,,
2/27/2017,-27.01,,,,Bar,TIA JUANITAS 00-08022566569,,,,,,,,,,,,,,,
2/27/2017,-32.58,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
2/27/2017,-202,,,,Ski Pass,Taos,,,,,,,,,,,,,,,
2/27/2017,-225,,,,Airbnb,Taos,,,,,,,,,,,,,,,
2/23/2017,-54.63,,,,Cash,,,,,,,,,,,,,,,,
2/14/2017,,,-2134.84,,Home Owners Insurance,Johnson And Johnson,,,,,,,,,,,,,,,
2/13/2017,-6.74,,,,Uber,,,,,,,,,,,,,,,,
2/6/2017,-2.5,,,,Beer,Rutledge Market,,,,,,,,,,,,,,,
2/6/2017,-122.5,,,,Cash,Rutledge Market,,,,,,,,,,,,,,,
2/1/2017,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
1/30/2017,,,-680,,Flood Insurance,American Bankers,,,,,,,,,,,,,,,
1/23/2017,-5.54,,,,Uber,,,,,,,,,,,,,,,,
1/25/2017,,,-109.69,,Electric Bill,SCE&G,,,,,,,,,,,,,,,
2/6/2017,,,-47.25,,Water,CPW,,,,,,,,,,,,,,,
2/7/2017,1422.15,,,,Salary,Good Done Great,,,,,,,,,,,,,,,
2/17/2017,-28.35,,,,Dry Cleaners,Arrow Cleaners,,,,,,,,,,,,,,,
2/28/2017,-10,,,,Server Fee,DIGITALOCEAN.COM,,,,,,,,,,,,,,,
2/28/2017,-7.18,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
2/28/2017,-16,,,,Hair Cut,7056 GREAT CLIPS AT SHOPP 650000008422,,,,,,,,,,,,,,,
3/1/2017,-7.46,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
3/1/2017,-3.57,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
3/3/2017,-7.18,,,,Restaurant Meal,CHIPOTLE,,,,,,,,,,,,,,,
3/3/2017,-11.38,,,,Gas,BP#8282964CIRCLE K ST 27 8282,,,,,,,,,,,,,,,
3/3/2017,-6.5,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
3/4/2017,-19,,,,Bar,WAREHOUSE 084890020140474,,,,,,,,,,,,,,,
3/4/2017,-9.14,,,,Restaurant Meal,STARS GRILL AND ROOFTOP 0035,,,,,,,,,,,,,,,
3/4/2017,-16.4,,,,Groceries,HARRIS TEETER #455 000000455,,,,,,,,,,,,,,,
3/4/2017,-5.06,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
3/4/2017,-2.16,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
3/4/2017,-15.9,,,,Bar,BAY STREET BIERGARTEN 739290002300013,,,,,,,,,,,,,,,
3/4/2017,-11.25,,,,Bar,BAY STREET BIERGARTEN 739290002300013,,,,,,,,,,,,,,,
3/5/2017,-10.34,,,,Restaurant Meal,STARS GRILL AND ROOFTOP 0035,,,,,,,,,,,,,,,
3/5/2017,,,-41.47,,Hardware,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
3/5/2017,-55.14,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
3/5/2017,-16.66,,,,Bar,HALLS CHOPHOUSE HALLS CHOPHOUSE,,,,,,,,,,,,,,,
3/6/2017,-18.57,,,,Book,AMAZON MKTPLACE PMTS,,,,,,,,,,,,,,,
3/7/2017,-2.15,,,,Coffee,STARBUCKS STORE 1120,,,,,,,,,,,,,,,
3/8/2017,-27.98,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
3/8/2017,-3.57,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
3/10/2017,-5,,,,Bar,THE COMMODORE,,,,,,,,,,,,,,,
3/10/2017,-22.5,,,,Restaurant Meal,Leon's,,,,,,,,,,,,,,,
3/10/2017,-26.62,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
3/11/2017,,,-134.03,,Hardware,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
3/11/2017,-0.9,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
3/11/2017,-6.13,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
3/12/2017,,,13.4,,Hardware,LOWE'S OF JAMES ISLAND,Returns,,,,,,,,,,,,,,
3/12/2017,-5.06,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
3/12/2017,-15.55,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
3/12/2017,-25.05,,,,Gasoline,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
3/13/2017,,,-16.72,,Hardware,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
3/13/2017,,,-2.71,,Hardware,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
3/14/2017,-20.46,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
3/14/2017,-2.09,,,,Restaurant Meal,CHICK-FIL-A #00582 000000000511035,,,,,,,,,,,,,,,
3/15/2017,-7.46,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
3/15/2017,-502.88,,,,Reimbursement,"AMEX TRAVEL PURCHASE WITH MR POINTS""",,,,,,,,,,,,,,,
3/16/2017,-42.47,,,,Restaurant Meal,PANCITO AND LEFTY 650000009571038,,,,,,,,,,,,,,,
3/16/2017,-7.18,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
3/16/2017,-5.73,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
3/17/2017,-7.18,,,,Restaurant Meal,CHIPOTLE,,,,,,,,,,,,,,,
3/17/2017,-7.58,,,,Beer,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
3/17/2017,-3.3,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
3/18/2017,-36,,,,Bar,WAREHOUSE 00A4,,,,,,,,,,,,,,,
3/18/2017,-11,,,,Restaurant Meal,KINGDOM BAR AND GRILL 00A0,,,,,,,,,,,,,,,
3/18/2017,-31.03,,,,Restaurant Meal,D ALLESANDROS PIZZA 000000001,,,,,,,,,,,,,,,
3/18/2017,-9.3,,,,Gas,BP#8280638CIRCLE K ST 27 8280,,,,,,,,,,,,,,,
3/18/2017,-17.92,,,,Restaurant Meal,BON BANH MI 542929804947521,,,,,,,,,,,,,,,
3/19/2017,,,-21.31,,Hardware,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
3/20/2017,-7.46,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
3/20/2017,-47.85,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
3/21/2017,-76.09,,,,Restaurant Meal,CO CHARLESTON 461682001017862,,,,,,,,,,,,,,,
3/21/2017,-7.5,,,,Restaurant Meal,A C'S BAR & GRILL,,,,,,,,,,,,,,,
3/22/2017,-3.57,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
3/22/2017,-3.3,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
3/24/2017,-31.63,,,,Restaurant Meal,PANCITO AND LEFTY 650000009571038,,,,,,,,,,,,,,,
3/24/2017,-24.49,,,,Restaurant Meal,PANCITO AND LEFTY 650000009571038,,,,,,,,,,,,,,,
3/24/2017,-13.01,,,,Beer,MARTHA'S QUICK STOP,,,,,,,,,,,,,,,
3/24/2017,-23.61,,,,Gasoline,BP#6150627CK STORE272335 6150,,,,,,,,,,,,,,,
3/24/2017,-3.3,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
3/25/2017,-41.54,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
3/25/2017,-22.79,,,,Restaurant Meal,60 BULL CAFE 650000008842125,,,,,,,,,,,,,,,
3/26/2017,-6.28,,,,Beer,RUTLEDGE MART 0029,,,,,,,,,,,,,,,
3/26/2017,,,-15.77,,Hardware,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
3/26/2017,-19.19,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
3/27/2017,-4.76,,,,Dip,EXXONMOBIL 4767,,,,,,,,,,,,,,,
3/28/2017,-2.15,,,,Coffee,STARBUCKS STORE 1120,,,,,,,,,,,,,,,
3/28/2017,-16,,,,Hair Cut,7056 GREAT CLIPS AT SHOPP 650000008422,,,,,,,,,,,,,,,
3/29/2017,-15.8,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
3/29/2017,-4.34,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
3/29/2017,-32.64,,,,Medical Supplies,CVS PHARMACY,,,,,,,,,,,,,,,
3/30/2017,-19.2,,,,Medical Supplies,RITE AID STORE,,,,,,,,,,,,,,,
3/30/2017,-97,,,,Healthcare,HEALTHFIRST WA 0433,,,,,,,,,,,,,,,
3/31/2017,-15.51,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
4/1/2017,-6.62,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
4/1/2017,-10,,,,Server Fee,DIGITALOCEAN.COM,,,,,,,,,,,,,,,
4/2/2017,-2.15,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
4/2/2017,-8.39,,,,Restaurant Meal,MOE'S SW GRILL 134 0060,,,,,,,,,,,,,,,
4/2/2017,-6.59,,,,Restaurant Meal,EARTH FARE 000000000084969,,,,,,,,,,,,,,,
4/3/2017,-7.7,,,,Restaurant Meal,SHUANG XI 0001,,,,,,,,,,,,,,,
4/3/2017,-54.24,,,,Bedding,BedBathAndBeyond.COM,,,,,,,,,,,,,,,
4/4/2017,-3.19,,,,Dip,SUNOCO 0616124401 0616124401,,,,,,,,,,,,,,,
4/4/2017,-11.92,,,,Beer,COMING ST. GROCERY 565500000265575,,,,,,,,,,,,,,,
4/4/2017,-5.41,,,,Beer,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
4/5/2017,-7.18,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
4/5/2017,-9.32,,,,Beer,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
4/6/2017,-18.85,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
4/6/2017,-3.3,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
4/7/2017,-23.03,,,,Beer,RUTLEDGE MART 0029,,,,,,,,,,,,,,,
4/7/2017,,,-128.95,,Washing Machine,Parts,,,,,,,,,,,,,,,
4/7/2017,-3.3,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
4/8/2017,,,-27.83,,Hardware,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
4/8/2017,-3.74,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
4/8/2017,-23.57,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
4/9/2017,-11.38,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
4/9/2017,-2.32,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
3/16/2017,-5.64,,,,Restaurant Meal,Hong Kong Restaurant,,,,,,,,,,,,,,,
3/1/2017,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
3/6/2017,,1900,,,Ladson Partnership,,,,,,,,,,,,,,,,
3/8/2017,-12,,,,Bank of America,Monthly Maintenance Fee,,,,,,,,,,,,,,,
3/13/2017,-200,,,,Cash ,Bank Of America,,,,,,,,,,,,,,,
3/16/2017,-33.38,,,,Jake Klopp,Taos Trip,,,,,,,,,,,,,,,
3/16/2017,-33.78,,,,Marjorie Hangar,Taos Trip,,,,,,,,,,,,,,,
3/21/2017,10.59,,,,Crosby,Taos Trip,,,,,,,,,,,,,,,
3/25/2017,-10,,,,Zoe Hangar,,,,,,,,,,,,,,,,
3/24/2017,10,,,,Michael Dopp,Cash,,,,,,,,,,,,,,,
4/4/2017,,,550,,Rent,Richard Hutson,,,,,,,,,,,,,,,
4/5/2017,-12,,,,Monthly Maintenance Fee,Bank Of America,,,,,,,,,,,,,,,
3/7/2017,"1,422.15",,,,Salary,Good Done Great,,,,,,,,,,,,,,,
3/22/2017,1383.31,,,,Salary,Good Done Great,,,,,,,,,,,,,,,
3/24/2017,,,-59.05,,Electric Bill,SCEG,,,,,,,,,,,,,,,
4/6/2017,,,-47.25,,Water,CPW,,,,,,,,,,,,,,,
4/7/2017,1383.32,,,,Salary,Good Done Great,,,,,,,,,,,,,,,
4/21/2017,,,-72.04,,Comcast,Internet ,,,,,,,,,,,,,,,
4/21/2017,1383.31,,,,Salary ,Good Done Great ,,,,,,,,,,,,,,,
4/25/2017,,,-45.76,,Electric Bill ,SCEG ,,,,,,,,,,,,,,,
4/26/2017,,"-1,526.00",,,Taxes ,IRS ,,,,,,,,,,,,,,,
4/26/2017,,-2800,,,Donation ,Coastal Conservation League ,,,,,,,,,,,,,,,
4/26/2017,,-485,,,Tax Preparation ,Elliot Davis ,,,,,,,,,,,,,,,
5/3/2017,,-2080,,,Taxes ,South Carolina ,,,,,,,,,,,,,,,
5/4/2017,,,-47.25,,Water ,CPW ,,,,,,,,,,,,,,,
5/1/2017,-10.03,,,,Uber ,,,,,,,,,,,,,,,,
5/1/2017,-11.27,,,,Uber ,,,,,,,,,,,,,,,,
4/9/2017,,,-41.16,,Hardware,LOWE'S OF JAMES ISLAND,,,,,,,,,,,,,,,
4/9/2017,-63.81,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
4/11/2017,-60.07,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
4/11/2017,-9.23,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
4/11/2017,-2.71,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
4/12/2017,-2.15,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
4/12/2017,-3.3,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
4/13/2017,-7.46,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
4/13/2017,-2.15,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
4/14/2017,-2.15,,,,Coffee,STARBUCKS STORE 2882,,,,,,,,,,,,,,,
4/14/2017,-9.32,,,,Beer ,BP#6150627CK STORE272335 6150,,,,,,,,,,,,,,,
4/14/2017,-3.3,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
4/14/2017,-119.17,,,,Car Repair,ADVANCE AUTO PARTS,,,,,,,,,,,,,,,
4/15/2017,-12.16,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
4/15/2017,-15.44,,,,Beer ,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
4/16/2017,-10.41,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
4/16/2017,-9,,,,Bar,BLIND TIGER PUB 0912,,,,,,,,,,,,,,,
4/17/2017,,,-121.39,,Materials,LOWE'S OF W. ASHLEY,,,,,,,,,,,,,,,
4/18/2017,-29.63,,,,Gasoline ,SHELL OIL 57542560503,,,,,,,,,,,,,,,
4/19/2017,,,-21.31,,Shipping,FEDEX# 786275664451 786275664451,Returning Washing machine parts ,,,,,,,,,,,,,,
4/20/2017,-5.2,,,,Beer,RUTLEDGE MART 0029,,,,,,,,,,,,,,,
4/20/2017,-7.18,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
4/21/2017,-43.61,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
4/21/2017,-3.3,,,,Restaurant Meal ,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
4/22/2017,,,122,,Appliance Repair ,REPAIRCLINIC REPAIRCLINIC,Washing machine parts ,,,,,,,,,,,,,,
4/22/2017,,,-40.51,,Hardware,LOWE'S OF JAMES ISLAND,Landscaping ,,,,,,,,,,,,,,
4/22/2017,-9.47,,,,Beer,J & W GROCERY 461682000955641,,,,,,,,,,,,,,,
4/22/2017,-8,,,,Bar,HIGH WATER FESTIVAL,,,,,,,,,,,,,,,
4/23/2017,-13.81,,,,Groceries,HARRIS TEETER,,,,,,,,,,,,,,,
4/23/2017,-3.57,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
4/25/2017,,,-29.3,,Hardware,LOWE'S OF JAMES ISLAND,Landscaping ,,,,,,,,,,,,,,
4/26/2017,-12.84,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
4/27/2017,-3.3,,,,Restaurant Meal ,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
4/28/2017,-13.98,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
4/28/2017,-3.69,,,,Dip,SHELL OIL 10012546007,,,,,,,,,,,,,,,
4/28/2017,,,-17.71,,Materials,LOWE'S OF W. ASHLEY,Landscaping ,,,,,,,,,,,,,,
4/30/2017,-10,,,,Server Fee,DIGITALOCEAN.COM,,,,,,,,,,,,,,,
4/30/2017,-20.75,,,,Restaurant Meal,D ALLESANDROS PIZZA 000000001,,,,,,,,,,,,,,,
5/1/2017,-28.99,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
5/1/2017,-3.53,,,,Dip,BP#6152151CK STORE272152 6152,,,,,,,,,,,,,,,
5/2/2017,-3.36,,,,Restaurant Meal ,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
5/3/2017,-9.46,,,,Server Fees,AMAZON WEB SERVICES,,,,,,,,,,,,,,,
5/3/2017,-6.52,,,,Restaurant Meal,SEASONS OF JAPAN- N CH 000000001,,,,,,,,,,,,,,,
5/3/2017,-16,,,,Hair Cut,7056 GREAT CLIPS AT SHOPP 650000008422,,,,,,,,,,,,,,,
5/4/2017,-13.07,,,,Beer,MARTHA'S QUICK STOP,,,,,,,,,,,,,,,
5/4/2017,-14,,,,Beer,Charleston Music Hall,,,,,,,,,,,,,,,
5/4/2017,-3.92,,,,Groceries,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
5/5/2017,-11.16,,,,Bar,THE UPS STORE,,,,,,,,,,,,,,,
5/5/2017,-13,,,,Bar,RECOVERY ROOM TAVERN 628007002227254,,,,,,,,,,,,,,,
5/5/2017,-9.2,,,,Health Insuarance,PLUS ONE PRODUCTIONS LLC,,,,,,,,,,,,,,,
5/5/2017,-9.54,,,,Beer,MARTHA'S QUICK STOP,,,,,,,,,,,,,,,
5/5/2017,,,-41.61,,Hardware,LOWE'S OF JAMES ISLAND,,Landscaping,,,,,,,,,,,,,
5/5/2017,-20,,,,Fishing,HADDRELL'S POINT TACKLE & SPLY,,,,,,,,,,,,,,,
5/5/2017,-19.24,,,,Gasoline,EXXONMOBIL 4220,,,,,,,,,,,,,,,
5/5/2017,-10.64,,,,Restaurant Meal,EARTH FARE 000000000084969,,,,,,,,,,,,,,,
5/5/2017,-17.35,,,,Bike Repair,AFFORDABIKE 0025,,,,,,,,,,,,,,,
5/6/2017,-40.32,,,,Restaurant Meal,WREN BISTRO,,,,,,,,,,,,,,,
5/6/2017,-15,,,,Bar,THE FACULTY LOUNGE,,,,,,,,,,,,,,,
5/6/2017,-7.62,,,,Coffee,REVELATOR COFFEE COMPANY,,,,,,,,,,,,,,,
5/6/2017,-9.6,,,,Bar,RECOVERY ROOM TAVERN 628007002227254,,,,,,,,,,,,,,,
5/6/2017,-12.33,,,,Groceries,HARRIS TEETER #0365 000000365,,,,,,,,,,,,,,,
5/7/2017,-41.37,,,,Groceries,WAL-MART SUPERCENTER 2348 2348,,,,,,,,,,,,,,,
5/7/2017,-1.82,,,,Restaurant Meal,WAL-MART SUPERCENTER 2348 2348,,,,,,,,,,,,,,,
5/7/2017,-51.89,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
5/7/2017,-86.11,,,,Computer Charger,Apple Store 4390670867,,,,,,,,,,,,,,,
5/8/2017,-31.24,,,,Gasoline,EXXONMOBIL 4791,,,,,,,,,,,,,,,
5/8/2017,-19.79,,,,Restaurant Meal,DELLZ UPTOWN,,,,,,,,,,,,,,,
5/8/2017,-13.96,,,,Medical Supplies,CVS/PHARMACY,,,,,,,,,,,,,,,
5/9/2017,-4.98,,,,Restaurant Meal,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
5/10/2017,-9.3,,,,Restaurant Meal,SUBWAY,,,,,,,,,,,,,,,
5/10/2017,-10.03,,,,Groceries,FOOD LION,,,,,,,,,,,,,,,
5/11/2017,-12.42,,,,Beer,KNIGHTS QUICK STOP 650000009519797,,,,,,,,,,,,,,,
5/11/2017,-0.6,,,,Drinks,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
5/12/2017,-8.58,,,,Beer,MARTHA'S QUICK STOP,,,,,,,,,,,,,,,
5/12/2017,-7.14,,,,Gasoline,BP#6150627CK STORE272335 6150,,,,,,,,,,,,,,,
5/12/2017,-3.36,,,,Restaurant Meal,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
5/12/2017,-95,,,,Amex Membership Fee,"ANNUAL MEMBERSHIP FEE""",,,,,,,,,,,,,,,
5/13/2017,-18,,,,Restaurant Meal,PALACE HOTEL,,,,,,,,,,,,,,,
5/13/2017,,,-181.02,,Hardware,LOWE'S OF JAMES ISLAND,Landscaping,,,,,,,,,,,,,,
5/14/2017,-56.66,,,,Groceries,TRADER JOE'S #752 QPS 752,,,,,,,,,,,,,,,
5/14/2017,-28.35,,,,Bar,REVELRY BREWING COM,,,,,,,,,,,,,,,
5/14/2017,-6.46,,,,Groceries,HARRIS TEETER #0365 000000365,,,,,,,,,,,,,,,
5/16/2017,-33.23,,,,Drinks,CVS PHARMACY,,,,,,,,,,,,,,,
5/16/2017,-3.32,,,,Restaurant Meal,BI-LO GROCERY #5266 000005266,,,,,,,,,,,,,,,
5/17/2017,-9.21,,,,Restaurant Meal,CHIPOTLE 2577 0091,,,,,,,,,,,,,,,
